onset	duration	run_number	trial_number	task	fixation_position
3704.705311	5.9908158	2	1	1	3
3710.712807	3.591123	2	2	2	5
3714.312259	3.5911251	2	3	2	4
3717.911712	3.5911393	2	4	2	3
3721.527877	3.5911258	2	5	2	4
3725.127355	3.5911057	2	6	2	1
3728.73514	3.5910861	2	7	2	3
3732.334582	3.5912487	2	8	2	1
3735.942395	3.5911227	2	9	2	2
3739.550191	3.5911049	2	10	2	3
3743.15796	3.5911703	2	11	2	2
3746.765762	3.5911836	2	12	2	5
3750.373652	3.5910905	2	13	2	3
3753.981489	5.990712	2	14	1	3
3759.980532	3.5911122	2	15	3	5
3763.596663	3.5912444	2	16	3	4
3767.196183	3.599403	2	17	3	3
3770.803898	3.5911558	2	18	3	4
3774.411745	3.5911294	2	19	3	1
3778.011213	3.591106	2	20	3	3
3781.619094	3.591033	2	21	3	1
3785.226853	3.5910631	2	22	3	2
3788.834741	3.5910041	2	23	3	3
3792.434063	3.5911514	2	24	3	2
3796.041901	3.5911252	2	25	3	5
3799.649683	3.5911435	2	26	3	3
3803.265838	5.990909	2	27	1	3
3809.273293	3.5912782	2	28	4	5
3812.881178	3.5910773	2	29	4	4
3816.488913	3.5911324	2	30	4	3
3820.09671	3.5911417	2	31	4	4
3823.696184	3.5911808	2	32	4	1
3827.304039	3.5910742	2	33	4	3
3830.911847	3.5910616	2	34	4	1
3834.519595	3.5911274	2	35	4	2
3838.127401	3.5911108	2	36	4	3
3841.72686	3.5911344	2	37	4	2
3845.33469	3.5911304	2	38	4	5
3848.942474	3.5911375	2	39	4	3
3852.550325	5.9907466	2	40	1	3
3858.549424	3.5911451	2	41	5	5
3862.157258	3.5910974	2	42	5	4
3865.765092	3.5910549	2	43	5	3
3869.372813	3.5911422	2	44	5	4
3872.980635	3.5911278	2	45	5	1
3876.580112	3.5912787	2	46	5	3
3880.18794	3.591085	2	47	5	1
3883.795698	3.5911473	2	48	5	2
3887.403519	3.5911252	2	49	5	3
3891.011301	3.5911586	2	50	5	2
3894.610793	3.5911386	2	51	5	5
3898.227103	3.5911208	2	52	5	3
3901.834831	5.9906876	2	53	1	3
