onset	duration	run_number	trial_number	task	fixation_position
4448.418876	5.990846	1	1	1	3
4454.418072	3.5912331	1	2	2	5
4458.025997	3.5912592	1	3	2	4
4461.62554	3.5912435	1	4	2	3
4465.233449	3.5912351	1	5	2	4
4468.841331	3.5912334	1	6	2	1
4472.449202	3.5912383	1	7	2	3
4476.048775	3.5912378	1	8	2	1
4479.656695	3.5912113	1	9	2	2
4483.264598	3.5911833	1	10	2	3
4486.872468	3.5911993	1	11	2	2
4490.480328	3.5912261	1	12	2	5
4494.088211	3.5912362	1	13	2	3
4497.687815	5.9909089	1	14	1	3
4503.695406	3.5912255	1	15	3	5
4507.303293	3.5912307	1	16	3	4
4510.902856	3.5912255	1	17	3	3
4514.519076	3.5912084	1	18	3	4
4518.118634	3.5912109	1	19	3	1
4521.72654	3.5911959	1	20	3	3
4525.334388	3.5912846	1	21	3	1
4528.942292	3.5912212	1	22	3	2
4532.541872	3.5912116	1	23	3	3
4536.149735	3.5912294	1	24	3	2
4539.757805	3.5910516	1	25	3	5
4543.365518	3.5912192	1	26	3	3
4546.973406	5.9909511	1	27	1	3
4552.980997	3.5912275	1	28	4	5
4556.580562	3.5912469	1	29	4	4
4560.188611	3.5910521	1	30	4	3
4563.796339	3.5911953	1	31	4	4
4567.404263	3.5911696	1	32	4	1
4571.012126	3.5912068	1	33	4	3
4574.611666	3.591234	1	34	4	1
4578.21957	3.5911843	1	35	4	2
4581.81909	3.5912188	1	36	4	3
4585.426973	3.5912239	1	37	4	2
4589.034874	3.5912038	1	38	4	5
4592.64274	3.5912123	1	39	4	3
4596.250649	5.9908948	1	40	1	3
4602.258229	3.5912018	1	41	5	5
4605.866096	3.5912017	1	42	5	4
4609.465632	3.5911321	1	43	5	3
4613.073467	3.5911163	1	44	5	4
4616.68127	3.5911039	1	45	5	1
4620.280707	3.5911306	1	46	5	3
4623.896851	3.5911201	1	47	5	1
4627.496344	3.5910841	1	48	5	2
4631.104234	3.5910057	1	49	5	3
4634.711907	3.5911301	1	50	5	2
4638.311367	3.5911365	1	51	5	5
4641.927499	3.5911029	1	52	5	3
4645.526966	5.990874	1	53	1	3
