onset	duration	run_number	trial_number	task	fixation_position
3264.158897	5.9907441	3	1	1	3
3270.157994	3.5911628	3	2	2	5
3273.774156	3.5911651	3	3	2	4
3277.373653	3.5911406	3	4	2	3
3280.981493	3.591145	3	5	2	4
3284.589301	3.5911207	3	6	2	1
3288.197103	3.5911363	3	7	2	3
3291.79658	3.5911443	3	8	2	1
3295.412722	3.5911525	3	9	2	2
3299.01221	3.5911964	3	10	2	3
3302.620197	3.591185449	3	11	2	2
3306.227999	3.5909942	3	12	2	5
3309.835657	3.591167	3	13	2	3
3313.43516	3.591137	3	14	2	5
3317.042958	3.5911496	3	15	2	4
3320.650775	3.5911654	3	16	2	3
3324.258594	3.5911752	3	17	2	4
3327.866435	3.59114	3	18	2	1
3331.465905	3.5911396	3	19	2	3
3335.073738	3.5911349	3	20	2	1
3338.681541	3.591131	3	21	2	2
3342.289343	3.5911675	3	22	2	3
3345.897172	3.591156	3	23	2	2
3349.496657	3.5912536	3	24	2	5
3353.10444	3.5911859	3	25	2	3
3356.712297	5.9907803	3	26	1	3
3362.719762	3.591111	3	27	3	5
3366.327539	3.591179	3	28	3	4
3369.927054	3.5911489	3	29	3	3
3373.534869	3.5911645	3	30	3	4
3377.142702	3.5911638	3	31	3	1
3380.750576	3.5911309	3	32	3	3
3384.349994	3.5911617	3	33	3	1
3387.96619	3.5911139	3	34	3	2
3391.573965	3.5911569	3	35	3	3
3395.173454	3.5911543	3	36	3	2
3398.781272	3.5911486	3	37	3	5
3402.389087	3.591152	3	38	3	3
3405.99689	3.5911769	3	39	3	5
3409.604725	3.5911834	3	40	3	4
3413.204217	3.5911263	3	41	3	3
3416.812015	3.5912	3	42	3	4
3420.419806	3.5911691	3	43	3	1
3424.027649	3.591153	3	44	3	3
3427.635545	3.5910551	3	45	3	1
3431.243275	3.5911792	3	46	3	2
3434.84278	3.591125	3	47	3	3
3438.450628	3.5911058	3	48	3	2
3442.058469	3.591085	3	49	3	5
3445.666248	3.5911199	3	50	3	3
3449.2657	5.9908265	3	51	1	3
3455.273192	3.5911495	3	52	4	5
3458.88098	3.591175	3	53	4	4
3462.488809	3.591151	3	54	4	3
3466.096738	3.5910071	3	55	4	4
3469.704674	3.5908894	3	56	4	1
3473.303927	3.5911671	3	57	4	3
3476.920094	3.5911558	3	58	4	1
3480.51978	3.590952854	3	59	4	2
3484.127396	3.5911532	3	60	4	3
3487.735423	3.5909201	3	61	4	2
3491.343106	3.5910789	3	62	4	5
3494.942565	3.5911072	3	63	4	3
3498.550342	3.5911336	3	64	4	5
3502.158155	3.5911318	3	65	4	4
3505.765981	3.5911178	3	66	4	3
3509.365541	3.5910432	3	67	4	4
3512.981614	3.591117	3	68	4	1
3516.581071	3.5911158	3	69	4	3
3520.188861	3.591153	3	70	4	1
3523.788351	3.5911546	3	71	4	2
3527.404505	3.5911661	3	72	4	3
3531.004021	3.5911924	3	73	4	2
3534.611808	3.5911969	3	74	4	5
3538.219777	3.5910323	3	75	4	3
3541.835837	5.9907772	3	76	1	3
3547.843341	3.5910825	3	77	5	5
3551.451245	3.5910057	3	78	5	4
3555.050572	3.5913218	3	79	5	3
3558.666899	3.5910026	3	80	5	4
3562.266233	3.5911409	3	81	5	1
3565.874039	3.5911547	3	82	5	3
3569.481857	3.5911547	3	83	5	1
3573.081335	3.5911735	3	84	5	2
3576.689188	3.5911644	3	85	5	3
3580.305339	3.5911482	3	86	5	2
3583.90482	3.5911478	3	87	5	5
3587.512644	3.5911275	3	88	5	3
3591.120432	3.5912296	3	89	5	5
3594.72824	3.5911466	3	90	5	4
3598.327705	3.5911662	3	91	5	3
3601.935525	3.591167	3	92	5	4
3605.543354	3.5911448	3	93	5	1
3609.151166	3.5911619	3	94	5	3
3612.759026	3.5911005	3	95	5	1
3616.366829	3.5911214	3	96	5	2
3619.966274	3.5911566	3	97	5	3
3623.574096	3.5911969	3	98	5	2
3627.181972	3.591136	3	99	5	5
3630.789762	3.5912534	3	100	5	3
3634.397597	5.9908111	3	101	1	3
