onset	duration	run_number	trial_number	task	fixation_position
68511.95787	5.9934272	1	1	1	3
68517.95962	3.5929301	1	2	2	5
68521.56082	3.5928519	1	3	2	4
68525.16203	3.5929027	1	4	2	3
68528.77154	3.5928913	1	5	2	4
68532.37275	3.5928655	1	6	2	1
68535.97394	3.5929241	1	7	2	3
68539.57514	3.5929134	1	8	2	1
68543.17635	3.5929259	1	9	2	2
68546.77753	3.5929276	1	10	2	3
68550.37874	3.5929233	1	11	2	2
68553.97993	3.5928668	1	12	2	5
68557.58119	3.5928551	1	13	2	3
68561.18233	3.5928584	1	14	2	5
68564.78363	3.5928053	1	15	2	4
68568.38471	3.592924	1	16	2	3
68571.98591	3.5928579	1	17	2	4
68575.58717	3.5928612	1	18	2	1
68579.18831	3.5928751	1	19	2	3
68582.7895	3.5928555	1	20	2	1
68586.39071	3.592849	1	21	2	2
68589.99194	3.5928039	1	22	2	3
68593.59308	3.5929353	1	23	2	2
68597.19439	3.5928054	1	24	2	5
68600.79549	3.5929301	1	25	2	3
68604.39669	5.9937302	1	26	1	3
68610.39869	3.5929156	1	27	3	5
68613.99987	3.5929114	1	28	3	4
68617.60107	3.5928772	1	29	3	3
68621.20229	3.5928393	1	30	3	4
68624.80347	3.5929178	1	31	3	1
68628.40466	3.5928704	1	32	3	3
68632.00586	3.5928585	1	33	3	1
68635.60706	3.5929368	1	34	3	2
68639.20827	3.5929159	1	35	3	3
68642.80947	3.5928666	1	36	3	2
68646.41068	3.592839	1	37	3	5
68650.01186	3.5929168	1	38	3	3
68653.61306	3.592865	1	39	3	5
68657.21425	3.5928656	1	40	3	4
68660.81545	3.5928671	1	41	3	3
68664.41671	3.5928127	1	42	3	4
68668.01784	3.5928718	1	43	3	1
68671.61921	3.5927484	1	44	3	3
68675.22026	3.592903	1	45	3	1
68678.82146	3.5928455	1	46	3	2
68682.42264	3.5928439	1	47	3	3
68686.02382	3.5929424	1	48	3	2
68689.62504	3.5929357	1	49	3	5
68693.22622	3.5929839	1	50	3	3
68696.82743	5.9937174	1	51	1	3
68702.82943	3.5929242	1	52	4	5
68706.43062	3.59301	1	53	4	4
68710.03187	3.5928358	1	54	4	3
68713.63303	3.5928336	1	55	4	4
68717.23422	3.5929224	1	56	4	1
68720.83542	3.5929201	1	57	4	3
68724.43663	3.5929306	1	58	4	1
68728.03788	3.5928658	1	59	4	2
68731.63903	3.5928488	1	60	4	3
68735.24022	3.5928523	1	61	4	2
68738.84142	3.5929218	1	62	4	5
68742.44262	3.5929664	1	63	4	3
68746.04382	3.5929202	1	64	4	5
68749.64501	3.5929364	1	65	4	4
68753.24622	3.5929259	1	66	4	3
68756.84743	3.592878	1	67	4	4
68760.44865	3.5928312	1	68	4	1
68764.04982	3.5928392	1	69	4	3
68767.65101	3.5929246	1	70	4	1
68771.25222	3.5929158	1	71	4	2
68774.85341	3.5929276	1	72	4	3
68778.4546	3.5929351	1	73	4	2
68782.05581	3.5929169	1	74	4	5
68785.65701	3.5928604	1	75	4	3
68789.25821	5.9936647	1	76	1	3
68795.2602	3.5928986	1	77	5	5
68798.86147	3.5928402	1	78	5	4
68802.46261	3.5929158	1	79	5	3
68806.06381	3.5928825	1	80	5	4
68809.665	3.592987	1	81	5	1
68813.26621	3.5928699	1	82	5	3
68816.86741	3.5928622	1	83	5	1
68820.46868	3.592847	1	84	5	2
68824.06981	3.5928567	1	85	5	3
68827.671	3.5928611	1	86	5	2
68831.27219	3.5928844	1	87	5	5
68834.8734	3.5929371	1	88	5	3
68838.4746	3.5929245	1	89	5	5
68842.07579	3.5929043	1	90	5	4
68845.67699	3.5928861	1	91	5	3
68849.2782	3.5929152	1	92	5	4
68852.8794	3.5928534	1	93	5	1
68856.48065	3.6011457	1	94	5	3
68860.09013	3.5929262	1	95	5	1
68863.69134	3.5929137	1	96	5	2
68867.29254	3.592925	1	97	5	3
68870.89373	3.5928778	1	98	5	2
68874.49493	3.5928667	1	99	5	5
68878.09613	3.5928517	1	100	5	3
68881.69735	5.9936492	1	101	1	3
