onset	duration	run_number	trial_number	task	fixation_position
362111.607	6.0101786	3	1	1	3
362117.6255	3.5929122	3	2	2	5
362121.2267	3.5928452	3	3	2	4
362124.8279	3.5928917	3	4	2	3
362128.4291	3.5928429	3	5	2	4
362132.0303	3.5928248	3	6	2	1
362135.6315	3.5929141	3	7	2	3
362139.2327	3.5928581	3	8	2	1
362142.8339	3.5928578	3	9	2	2
362146.4351	3.5928762	3	10	2	3
362150.0363	3.5928838	3	11	2	2
362153.6374	3.5929603	3	12	2	5
362157.2387	3.5928119	3	13	2	3
362160.8399	3.592803	3	14	2	5
362164.441	3.5929337	3	15	2	4
362168.0423	3.592872	3	16	2	3
362171.6434	3.5929164	3	17	2	4
362175.2447	3.5927881	3	18	2	1
362178.8458	3.5928593	3	19	2	3
362182.447	3.5929221	3	20	2	1
362186.0482	3.5928709	3	21	2	2
362189.6494	3.5928471	3	22	2	3
362193.2507	3.5927379	3	23	2	2
362196.8518	3.5930008	3	24	2	5
362200.453	3.5928309	3	25	2	3
362204.0542	5.9936189	3	26	1	3
362210.0562	3.5928739	3	27	3	5
362213.6574	3.5928615	3	28	3	4
362217.2586	3.5929188	3	29	3	3
362220.8598	3.5929152	3	30	3	4
362224.461	3.5928553	3	31	3	1
362228.0622	3.5929113	3	32	3	3
362231.6634	3.5928347	3	33	3	1
362235.2646	3.5927904	3	34	3	2
362238.8658	3.5928626	3	35	3	3
362242.467	3.5929044	3	36	3	2
362246.0682	3.592934	3	37	3	5
362249.6694	3.592832	3	38	3	3
362253.2706	3.5928578	3	39	3	5
362256.8718	3.5929192	3	40	3	4
362260.473	3.5928526	3	41	3	3
362264.0742	3.5929114	3	42	3	4
362267.6754	3.5928764	3	43	3	1
362271.2766	3.6012257	3	44	3	3
362274.8861	3.5928614	3	45	3	1
362278.4873	3.5928511	3	46	3	2
362282.0885	3.5929231	3	47	3	3
362285.6897	3.5928856	3	48	3	2
362289.291	3.59277	3	49	3	5
362292.8921	3.5928695	3	50	3	3
362296.4933	5.9936782	3	51	1	3
362302.4953	3.5928645	3	52	4	5
362306.0965	3.5929236	3	53	4	4
362309.6977	3.6012545	3	54	4	3
362313.3072	3.5928654	3	55	4	4
362316.9084	3.592882	3	56	4	1
362320.5096	3.5928626	3	57	4	3
362324.1108	3.5928734	3	58	4	1
362327.712	3.5929086	3	59	4	2
362331.3132	3.5929146	3	60	4	3
362334.9144	3.5928637	3	61	4	2
362338.5157	3.5928863	3	62	4	5
362342.1168	3.5928627	3	63	4	3
362345.718	3.5929215	3	64	4	5
362349.3192	3.5928499	3	65	4	4
362352.9205	3.5928597	3	66	4	3
362356.5217	3.5928111	3	67	4	4
362360.1228	3.5929174	3	68	4	1
362363.724	3.5929062	3	69	4	3
362367.3252	3.5929223	3	70	4	1
362370.9264	3.5929287	3	71	4	2
362374.5276	3.5929097	3	72	4	3
362378.1288	3.5929287	3	73	4	2
362381.73	3.5928792	3	74	4	5
362385.3313	3.5928854	3	75	4	3
362388.9324	5.99367	3	76	1	3
362394.9344	3.5929234	3	77	5	5
362398.5357	3.5928186	3	78	5	4
362402.1368	3.5928705	3	79	5	3
362405.738	3.5929214	3	80	5	4
362409.3393	3.592801	3	81	5	1
362412.9405	3.5929211	3	82	5	3
362416.5416	3.5928874	3	83	5	1
362420.1429	3.5928772	3	84	5	2
362423.7441	3.5928529	3	85	5	3
362427.3453	3.5928036	3	86	5	2
362430.9465	3.5928615	3	87	5	5
362434.5477	3.5928602	3	88	5	3
362438.1489	3.592872	3	89	5	5
362441.7501	3.5928861	3	90	5	4
362445.3513	3.592829	3	91	5	3
362448.9525	3.5928629	3	92	5	4
362452.5538	3.5927288	3	93	5	1
362456.1549	3.5928635	3	94	5	3
362459.7561	3.5929385	3	95	5	1
362463.3573	3.5928636	3	96	5	2
362466.9585	3.5928633	3	97	5	3
362470.5597	3.5928731	3	98	5	2
362474.1609	3.5928739	3	99	5	5
362477.7621	3.59287	3	100	5	3
362481.3633	5.9936798	3	101	1	3
