onset	duration	run_number	trial_number	task	fixation_position
602.9076067	0	1	1	1	3
606.5155736	0	1	2	2	5
610.1151046	0	1	3	2	4
613.7146779	0	1	4	2	3
617.3227015	0	1	5	2	4
620.9304866	0	1	6	2	1
624.5301829	0	1	7	2	3
628.1296045	0	1	8	2	1
631.7291736	0	1	9	2	2
635.3287197	0	1	10	2	3
638.9282857	0	1	11	2	2
642.5278321	0	1	12	2	5
646.1274264	0	1	13	2	3
649.7269667	0	1	14	2	5
653.3265573	0	1	15	2	4
656.9261124	0	1	16	2	3
660.525717	0	1	17	2	4
664.1253087	0	1	18	2	1
667.7248617	0	1	19	2	3
671.3243754	0	1	20	2	1
674.9239428	0	1	21	2	2
678.5235105	0	1	22	2	3
682.1314259	0	1	23	2	2
685.7309732	0	1	24	2	5
689.3388373	0	1	25	2	3
695.3381026	0	1	26	1	3
698.9376514	0	1	27	3	5
702.5372399	0	1	28	3	4
706.1367789	0	1	29	3	3
709.7365141	0	1	30	3	4
713.335976	0	1	31	3	1
716.9354852	0	1	32	3	3
720.5350683	0	1	33	3	1
724.1346275	0	1	34	3	2
727.7342438	0	1	35	3	3
731.342089	0	1	36	3	2
734.9416282	0	1	37	3	5
738.5412241	0	1	38	3	3
742.1407714	0	1	39	3	5
745.7404765	0	1	40	3	4
749.3400367	0	1	41	3	3
752.9394874	0	1	42	3	4
756.5390158	0	1	43	3	1
760.1386118	0	1	44	3	3
763.7381483	0	1	45	3	1
767.3377076	0	1	46	3	2
770.9372632	0	1	47	3	3
774.5368159	0	1	48	3	2
778.1365206	0	1	49	3	5
781.7360798	0	1	50	3	3
787.7435231	0	1	51	1	3
791.3514539	0	1	52	4	5
794.9510012	0	1	53	4	4
798.5505479	0	1	54	4	3
802.1500971	0	1	55	4	4
805.7579994	0	1	56	4	1
809.3575863	0	1	57	4	3
812.9570984	0	1	58	4	1
816.556839	0	1	59	4	2
820.1562456	0	1	60	4	3
823.7557701	0	1	61	4	2
827.3553454	0	1	62	4	5
830.9549132	0	1	63	4	3
834.5544589	0	1	64	4	5
838.1540626	0	1	65	4	4
841.7535906	0	1	66	4	3
845.353135	0	1	67	4	4
848.9526513	0	1	68	4	1
852.552207	0	1	69	4	3
856.1517815	0	1	70	4	1
859.7513335	0	1	71	4	2
863.3592346	0	1	72	4	3
866.9587681	0	1	73	4	2
870.5583204	0	1	74	4	5
874.1579157	0	1	75	4	3
880.1571462	0	1	76	1	3
883.765013	0	1	77	5	5
887.3646114	0	1	78	5	4
890.9641115	0	1	79	5	3
894.5636741	0	1	80	5	4
898.1715321	0	1	81	5	1
901.7710364	0	1	82	5	3
905.3705959	0	1	83	5	1
908.9701496	0	1	84	5	2
912.5696044	0	1	85	5	3
916.1690784	0	1	86	5	2
919.7685477	0	1	87	5	5
923.3680671	0	1	88	5	3
926.9675073	0	1	89	5	5
930.5669775	0	1	90	5	4
934.1664405	0	1	91	5	3
937.7659068	0	1	92	5	4
941.3653959	0	1	93	5	1
944.964894	0	1	94	5	3
948.5643161	0	1	95	5	1
952.1637772	0	1	96	5	2
955.7632773	0	1	97	5	3
959.3627355	0	1	98	5	2
962.9622185	0	1	99	5	5
966.5616906	0	1	100	5	3
972.5691424	0	1	101	1	3
