onset	duration	run_number	trial_number	task	fixation_position
3309.120522	0	1	1	1	3
3312.719975	0	1	2	2	5
3316.319486	0	1	3	2	4
3319.918961	0	1	4	2	3
3323.518487	0	1	5	2	4
3327.11794	0	1	6	2	1
3330.71744	0	1	7	2	3
3334.316961	0	1	8	2	1
3337.916381	0	1	9	2	2
3341.51594	0	1	10	2	3
3345.115365	0	1	11	2	2
3348.723193	0	1	12	2	5
3352.322775	0	1	13	2	3
3355.922132	0	1	14	2	5
3359.521645	0	1	15	2	4
3363.1211	0	1	16	2	3
3366.720702	0	1	17	2	4
3370.320217	0	1	18	2	1
3373.919582	0	1	19	2	3
3377.519059	0	1	20	2	1
3381.118615	0	1	21	2	2
3384.718258	0	1	22	2	3
3388.317511	0	1	23	2	2
3391.916965	0	1	24	2	5
3395.516513	0	1	25	2	3
3401.524077	0	1	26	1	3
3405.131771	0	1	27	3	5
3408.731258	0	1	28	3	4
3412.330725	0	1	29	3	3
3415.93018	0	1	30	3	4
3419.529682	0	1	31	3	1
3423.129206	0	1	32	3	3
3426.728678	0	1	33	3	1
3430.328273	0	1	34	3	2
3433.927819	0	1	35	3	3
3437.535588	0	1	36	3	2
3441.134944	0	1	37	3	5
3444.734427	0	1	38	3	3
3448.342207	0	1	39	3	5
3451.941865	0	1	40	3	4
3455.541303	0	1	41	3	3
3459.14069	0	1	42	3	4
3462.74016	0	1	43	3	1
3466.339642	0	1	44	3	3
3469.939126	0	1	45	3	1
3473.53861	0	1	46	3	2
3477.138088	0	1	47	3	3
3480.737716	0	1	48	3	2
3484.337089	0	1	49	3	5
3487.936599	0	1	50	3	3
3493.935716	0	1	51	1	3
3497.54352	0	1	52	4	5
3501.143106	0	1	53	4	4
3504.742649	0	1	54	4	3
3508.34196	0	1	55	4	4
3511.941459	0	1	56	4	1
3515.540957	0	1	57	4	3
3519.140414	0	1	58	4	1
3522.739909	0	1	59	4	2
3526.339416	0	1	60	4	3
3529.939061	0	1	61	4	2
3533.546683	0	1	62	4	5
3537.1462	0	1	63	4	3
3540.745675	0	1	64	4	5
3544.345151	0	1	65	4	4
3547.944666	0	1	66	4	3
3551.544091	0	1	67	4	4
3555.14366	0	1	68	4	1
3558.751428	0	1	69	4	3
3562.350879	0	1	70	4	1
3565.950362	0	1	71	4	2
3569.549845	0	1	72	4	3
3573.149336	0	1	73	4	2
3576.748834	0	1	74	4	5
3580.348481	0	1	75	4	3
3586.355812	0	1	76	1	3
3589.955302	0	1	77	5	5
3593.554805	0	1	78	5	4
3597.162605	0	1	79	5	3
3600.762323	0	1	80	5	4
3604.369983	0	1	81	5	1
3607.969488	0	1	82	5	3
3611.569017	0	1	83	5	1
3615.16835	0	1	84	5	2
3618.76784	0	1	85	5	3
3622.367324	0	1	86	5	2
3625.966822	0	1	87	5	5
3629.566312	0	1	88	5	3
3633.165786	0	1	89	5	5
3636.765265	0	1	90	5	4
3640.364755	0	1	91	5	3
3643.972582	0	1	92	5	4
3647.572098	0	1	93	5	1
3651.171595	0	1	94	5	3
3654.771203	0	1	95	5	1
3658.370496	0	1	96	5	2
3661.96996	0	1	97	5	3
3665.569611	0	1	98	5	2
3669.169039	0	1	99	5	5
3672.768425	0	1	100	5	3
3678.767613	0	1	101	1	3
