onset	duration	run_number	trial_number	task	fixation_position
1432.804984	0	1	1	1	3
1436.412733	0	1	2	2	5
1440.012404	0	1	3	2	4
1443.620235	0	1	4	2	3
1447.228264	0	1	5	2	4
1450.835987	0	1	6	2	1
1454.435532	0	1	7	2	3
1458.035074	0	1	8	2	1
1461.634648	0	1	9	2	2
1465.23421	0	1	10	2	3
1468.83375	0	1	11	2	2
1472.441645	0	1	12	2	5
1476.041344	0	1	13	2	3
1479.640758	0	1	14	2	5
1483.240316	0	1	15	2	4
1486.839976	0	1	16	2	3
1490.439609	0	1	17	2	4
1494.0391	0	1	18	2	1
1497.638502	0	1	19	2	3
1501.238068	0	1	20	2	1
1504.837666	0	1	21	2	2
1508.437151	0	1	22	2	3
1512.036685	0	1	23	2	2
1515.636239	0	1	24	2	5
1519.235778	0	1	25	2	3
1525.243286	0	1	26	1	3
1528.842725	0	1	27	3	5
1532.450732	0	1	28	3	4
1536.050021	0	1	29	3	3
1539.649585	0	1	30	3	4
1543.248954	0	1	31	3	1
1546.848438	0	1	32	3	3
1550.447904	0	1	33	3	1
1554.047513	0	1	34	3	2
1557.646813	0	1	35	3	3
1561.246275	0	1	36	3	2
1564.845763	0	1	37	3	5
1568.445426	0	1	38	3	3
1572.044888	0	1	39	3	5
1575.652512	0	1	40	3	4
1579.252116	0	1	41	3	3
1582.851572	0	1	42	3	4
1586.450913	0	1	43	3	1
1590.05041	0	1	44	3	3
1593.649838	0	1	45	3	1
1597.249319	0	1	46	3	2
1600.848827	0	1	47	3	3
1604.448421	0	1	48	3	2
1608.047884	0	1	49	3	5
1611.647303	0	1	50	3	3
1617.654672	0	1	51	1	3
1621.254253	0	1	52	4	5
1624.853657	0	1	53	4	4
1628.461425	0	1	54	4	3
1632.061036	0	1	55	4	4
1635.660427	0	1	56	4	1
1639.259841	0	1	57	4	3
1642.859318	0	1	58	4	1
1646.458811	0	1	59	4	2
1650.058285	0	1	60	4	3
1653.65774	0	1	61	4	2
1657.257218	0	1	62	4	5
1660.856671	0	1	63	4	3
1664.456138	0	1	64	4	5
1668.055609	0	1	65	4	4
1671.655174	0	1	66	4	3
1675.254622	0	1	67	4	4
1678.862497	0	1	68	4	1
1682.461838	0	1	69	4	3
1686.069783	0	1	70	4	1
1689.669103	0	1	71	4	2
1693.268734	0	1	72	4	3
1696.86808	0	1	73	4	2
1700.467618	0	1	74	4	5
1704.067217	0	1	75	4	3
1710.066162	0	1	76	1	3
