onset	duration	run_number	trial_number	task	fixation_position
3988.335319	5.9907822	2	1	1	3
3994.334439	3.591285	2	2	2	5
3997.950635	3.5911114	2	3	2	4
4001.550082	3.5911551	2	4	2	3
4005.1579	3.5911726	2	5	2	4
4008.765844	3.5910386	2	6	2	1
4012.365386	3.5909938	2	7	2	3
4015.97303	3.5911539	2	8	2	1
4019.580929	3.5911171	2	9	2	2
4023.180496	3.5910039	2	10	2	3
4026.796629	3.5910357	2	11	2	2
4030.396012	3.591144	2	12	2	5
4034.003964	3.5910309	2	13	2	3
4037.611694	3.5911141	2	14	2	5
4041.219479	3.5912432	2	15	2	4
4044.827292	3.5911638	2	16	2	3
4048.435118	3.591162	2	17	2	4
4052.043079	3.5910071	2	18	2	1
4055.64243	3.5911492	2	19	2	3
4059.250259	3.5911695	2	20	2	1
4062.858215	3.5910107	2	21	2	2
4066.45759	3.5911368	2	22	2	3
4070.073746	3.5911175	2	23	2	2
4073.673213	3.5911706	2	24	2	5
4077.28938	3.5912974	2	25	2	3
4080.888887	5.9907842	2	26	1	3
4086.8965	3.5910168	2	27	3	5
4090.495902	3.5911066	2	28	3	4
4094.111993	3.5911821	2	29	3	3
4097.711488	3.5911817	2	30	3	4
4101.319332	3.591159	2	31	3	1
4104.918822	3.5912743	2	32	3	3
4108.534979	3.5912231	2	33	3	1
4112.1346	3.5910306	2	34	3	2
4115.742302	3.5911684	2	35	3	3
4119.350342	3.590909487	2	36	3	2
4122.949594	3.5911667	2	37	3	5
4126.565759	3.5911565	2	38	3	3
4130.165265	3.5911332	2	39	3	5
4133.773186	3.5910544	2	40	3	4
4137.380914	3.5911675	2	41	3	3
4140.988748	3.5912349	2	42	3	4
4144.596558	3.5912049	2	43	3	1
4148.19609	3.5911144	2	44	3	3
4151.803851	3.591204	2	45	3	1
4155.411721	3.591211	2	46	3	2
4159.019567	3.5911442	2	47	3	3
4162.619045	3.5911427	2	48	3	2
4166.226853	3.5911639	2	49	3	5
4169.84315	3.5910263	2	50	3	3
4173.442499	5.9908508	2	51	1	3
4179.450121	3.5911929	2	52	4	5
4183.049663	3.5910234	2	53	4	4
4186.665659	3.5911741	2	54	4	3
4190.265168	3.5911598	2	55	4	4
4193.881556	3.5910795	2	56	4	1
4197.480823	3.5911306	2	57	4	3
4201.088652	3.5911418	2	58	4	1
4204.688128	3.5911797	2	59	4	2
4208.304426	3.5910541	2	60	4	3
4211.903819	3.5911322	2	61	4	2
4215.511614	3.5911729	2	62	4	5
4219.111131	3.5911417	2	63	4	3
4222.727392	3.5911217	2	64	4	5
4226.335083	3.5911551	2	65	4	4
4229.934586	3.5911601	2	66	4	3
4233.5424	3.5911696	2	67	4	4
4237.15022	3.5911587	2	68	4	1
4240.758097	3.59112	2	69	4	3
4244.357552	3.5911658	2	70	4	1
4247.965384	3.591169	2	71	4	2
4251.581589	3.5911239	2	72	4	3
4255.181059	3.591149	2	73	4	2
4258.788903	3.5912004	2	74	4	5
4262.38849	3.5910705	2	75	4	3
4265.996197	5.9908328	2	76	1	3
4272.003705	3.5911522	2	77	5	5
4275.611529	3.5911502	2	78	5	4
4279.211009	3.5911797	2	79	5	3
4282.827183	3.5912049	2	80	5	4
4286.42672	3.591131	2	81	5	1
4290.034675	3.5909869	2	82	5	3
4293.642386	3.5910941	2	83	5	1
4297.25015	3.5911754	2	84	5	2
4300.84966	3.5911424	2	85	5	3
4304.465837	3.5995249	2	86	5	2
4308.073651	3.5911439	2	87	5	5
4311.681507	3.5911016	2	88	5	3
4315.289274	3.5911764	2	89	5	5
4318.897129	3.5911478	2	90	5	4
4322.504946	3.591151	2	91	5	3
4326.104427	3.5911779	2	92	5	4
4329.720652	3.5912035	2	93	5	1
4333.320161	3.5911234	2	94	5	3
4336.927976	3.5911374	2	95	5	1
4340.535804	3.5911226	2	96	5	2
4344.143592	3.591171	2	97	5	3
4347.75145	3.5911346	2	98	5	2
4351.350916	3.5911845	2	99	5	5
4354.967102	3.5911467	2	100	5	3
4358.566594	5.9908246	2	101	1	3
