onset	duration	run_number	trial_number	task	fixation_position
74344.43426	5.9935685	3	1	1	3
74350.43617	3.5928698	3	2	2	5
74354.03737	3.592806	3	3	2	4
74357.63856	3.5928174	3	4	2	3
74361.23976	3.5928704	3	5	2	4
74364.84928	3.5929404	3	6	2	1
74368.45057	3.5928616	3	7	2	3
74372.05167	3.5928846	3	8	2	1
74375.65298	3.5928244	3	9	2	2
74379.25405	3.5930678	3	10	2	3
74382.85526	3.5928626	3	11	2	2
74386.4565	3.5928687	3	12	2	5
74390.05769	3.5929439	3	13	2	3
74393.65889	3.5928377	3	14	2	5
74397.26009	3.592816	3	15	2	4
74400.86123	3.5929831	3	16	2	3
74404.46245	3.5929079	3	17	2	4
74408.06364	3.592909	3	18	2	1
74411.66488	3.5928173	3	19	2	3
74415.26608	3.5928925	3	20	2	1
74418.86728	3.5928131	3	21	2	2
74422.46845	3.5928924	3	22	2	3
74426.06968	3.5928583	3	23	2	2
74429.67085	3.592818	3	24	2	5
74433.27201	3.5929708	3	25	2	3
74436.87374	5.9932523	3	26	1	3
74442.87531	3.5928447	3	27	3	5
74446.48483	3.5928598	3	28	3	4
74450.08598	3.5928317	3	29	3	3
74453.68715	3.5929244	3	30	3	4
74457.28836	3.592883	3	31	3	1
74460.88956	3.5929131	3	32	3	3
74464.49081	3.5928903	3	33	3	1
74468.09199	3.592885	3	34	3	2
74471.69316	3.5929168	3	35	3	3
74475.29447	3.5927645	3	36	3	2
74478.89554	3.5929322	3	37	3	5
74482.49676	3.5929051	3	38	3	3
74486.09798	3.5929109	3	39	3	5
74489.69926	3.5928004	3	40	3	4
74493.30041	3.5928104	3	41	3	3
74496.90178	3.5926272	3	42	3	4
74500.50276	3.5929083	3	43	3	1
74504.10398	3.5928445	3	44	3	3
74507.7052	3.5928765	3	45	3	1
74511.30636	3.5929016	3	46	3	2
74514.91588	3.5929133	3	47	3	3
74518.51709	3.5928699	3	48	3	2
74522.11838	3.5927426	3	49	3	5
74525.72782	3.5929143	3	50	3	3
74529.32901	5.9937265	3	51	1	3
74535.33106	3.5929451	3	52	4	5
74538.93228	3.5927769	3	53	4	4
74542.53344	3.5929332	3	54	4	3
74546.13467	3.5928654	3	55	4	4
74549.73583	3.5928766	3	56	4	1
74553.33703	3.5929719	3	57	4	3
74556.93832	3.5928131	3	58	4	1
74560.53944	3.5928965	3	59	4	2
74564.14064	3.5928988	3	60	4	3
74567.74188	3.5929234	3	61	4	2
74571.34306	3.5928964	3	62	4	5
74574.94424	3.5928706	3	63	4	3
74578.54553	3.5928224	3	64	4	5
74582.14668	3.5929109	3	65	4	4
74585.74788	3.5928272	3	66	4	3
74589.34903	3.5928539	3	67	4	4
74592.95023	3.5929049	3	68	4	1
74596.55142	3.5929164	3	69	4	3
74600.15269	3.5928071	3	70	4	1
74603.75385	3.5928476	3	71	4	2
74607.35503	3.5929063	3	72	4	3
74610.95625	3.5929137	3	73	4	2
74614.55749	3.5928039	3	74	4	5
74618.15867	3.5929254	3	75	4	3
74621.75983	5.9936998	3	76	1	3
74627.76184	3.5928978	3	77	5	5
74631.36319	3.5927479	3	78	5	4
74634.96434	3.592808	3	79	5	3
74638.56546	3.5928579	3	80	5	4
74642.16667	3.5928906	3	81	5	1
74645.76784	3.5928953	3	82	5	3
74649.36903	3.5929144	3	83	5	1
74652.97021	3.5929382	3	84	5	2
74656.57143	3.5930203	3	85	5	3
74660.17276	3.5927615	3	86	5	2
74663.77388	3.5928037	3	87	5	5
74667.37507	3.5927967	3	88	5	3
74670.97623	3.5929036	3	89	5	5
74674.57743	3.5929084	3	90	5	4
74678.17868	3.5929316	3	91	5	3
74681.77991	3.5928915	3	92	5	4
74685.38113	3.5928079	3	93	5	1
74688.98223	3.5928914	3	94	5	3
74692.5835	3.592834	3	95	5	1
74696.18465	3.5928852	3	96	5	2
74699.7859	3.5928391	3	97	5	3
74703.38708	3.5928743	3	98	5	2
74706.98831	3.5928592	3	99	5	5
74710.58944	3.5928935	3	100	5	3
74714.19061	5.9937508	3	101	1	3
