onset	duration	run_number	trial_number	task	fixation_position
3835.795031	0	2	1	1	3
3839.402845	0	2	2	2	5
3843.002356	0	2	3	2	4
3846.601805	0	2	4	2	3
3850.209652	0	2	5	2	4
3853.809265	0	2	6	2	1
3857.408606	0	2	7	2	3
3861.008181	0	2	8	2	1
3864.615956	0	2	9	2	2
3868.215476	0	2	10	2	3
3871.814884	0	2	11	2	2
3875.414365	0	2	12	2	5
3879.013823	0	2	13	2	3
3882.613307	0	2	14	2	5
3886.212788	0	2	15	2	4
3889.812303	0	2	16	2	3
3893.420125	0	2	17	2	4
3897.019734	0	2	18	2	1
3900.619071	0	2	19	2	3
3904.218565	0	2	20	2	1
3907.818046	0	2	21	2	2
3911.41766	0	2	22	2	3
3915.017063	0	2	23	2	2
3918.616484	0	2	24	2	5
3922.215978	0	2	25	2	3
3928.223444	0	2	26	1	3
3931.822933	0	2	27	3	5
3935.422391	0	2	28	3	4
3939.021894	0	2	29	3	3
3942.621373	0	2	30	3	4
3946.220976	0	2	31	3	1
3949.820348	0	2	32	3	3
3953.419832	0	2	33	3	1
3957.019382	0	2	34	3	2
3960.618963	0	2	35	3	3
3964.218284	0	2	36	3	2
3967.81776	0	2	37	3	5
3971.417221	0	2	38	3	3
3975.016768	0	2	39	3	5
3978.616219	0	2	40	3	4
3982.215692	0	2	41	3	3
3985.815175	0	2	42	3	4
3989.41476	0	2	43	3	1
3993.014155	0	2	44	3	3
3996.622023	0	2	45	3	1
4000.221444	0	2	46	3	2
4003.820911	0	2	47	3	3
4007.420411	0	2	48	3	2
4011.019899	0	2	49	3	5
4014.619397	0	2	50	3	3
4020.618536	0	2	51	1	3
4024.226413	0	2	52	4	5
4027.82602	0	2	53	4	4
4031.42527	0	2	54	4	3
4035.024793	0	2	55	4	4
4038.632752	0	2	56	4	1
4042.232108	0	2	57	4	3
4045.831565	0	2	58	4	1
4049.431038	0	2	59	4	2
4053.03055	0	2	60	4	3
4056.630043	0	2	61	4	2
4060.229526	0	2	62	4	5
4063.829066	0	2	63	4	3
4067.428499	0	2	64	4	5
4071.027959	0	2	65	4	4
4074.627468	0	2	66	4	3
4078.226946	0	2	67	4	4
4081.826431	0	2	68	4	1
4085.425913	0	2	69	4	3
4089.025569	0	2	70	4	1
4092.624886	0	2	71	4	2
4096.232796	0	2	72	4	3
4099.832278	0	2	73	4	2
4103.43167	0	2	74	4	5
4107.031142	0	2	75	4	3
4113.038648	0	2	76	1	3
4116.638129	0	2	77	5	5
4120.237604	0	2	78	5	4
4123.837108	0	2	79	5	3
4127.444857	0	2	80	5	4
4131.044375	0	2	81	5	1
4134.643861	0	2	82	5	3
4138.243353	0	2	83	5	1
4141.842843	0	2	84	5	2
4145.442312	0	2	85	5	3
4149.050396	0	2	86	5	2
4152.649639	0	2	87	5	5
4156.249123	0	2	88	5	3
4159.848714	0	2	89	5	5
4163.448242	0	2	90	5	4
4167.047736	0	2	91	5	3
4170.655395	0	2	92	5	4
4174.255009	0	2	93	5	1
4177.854346	0	2	94	5	3
4181.453813	0	2	95	5	1
4185.06165	0	2	96	5	2
4188.661297	0	2	97	5	3
4192.260654	0	2	98	5	2
4195.860144	0	2	99	5	5
4199.459619	0	2	100	5	3
4205.458773	0	2	101	1	3
