9487480	   -1.0	   -1.0	    0.0	...
9487481	   -1.0	   -1.0	    0.0	...
9487482	   -1.0	   -1.0	    0.0	...
9487483	   -1.0	   -1.0	    0.0	...
9487484	   -1.0	   -1.0	    0.0	...
9487485	   -1.0	   -1.0	    0.0	...
9487486	   -1.0	   -1.0	    0.0	...
9487487	   -1.0	   -1.0	    0.0	...
9487488	   -1.0	   -1.0	    0.0	...
9487489	   -1.0	   -1.0	    0.0	...
9487490	   -1.0	   -1.0	    0.0	...
9487491	   -1.0	   -1.0	    0.0	...
9487492	   -1.0	   -1.0	    0.0	...
9487493	   -1.0	   -1.0	    0.0	...
9487494	   -1.0	   -1.0	    0.0	...
9487495	   -1.0	   -1.0	    0.0	...
9487496	   -1.0	   -1.0	    0.0	...
9487497	  825.6	  377.7	10002.0	...
9487498	  818.4	  365.2	10002.0	...
9487499	  808.8	  364.4	10160.0	...
9487500	  624.0	  335.4	10160.0	...
9487501	  624.0	  335.4	10040.0	...
9487502	   -1.0	   -1.0	    0.0	...
9487503	   -1.0	   -1.0	    0.0	...
9487504	   -1.0	   -1.0	    0.0	...
9487505	   -1.0	   -1.0	    0.0	...
9487506	   -1.0	   -1.0	    0.0	...
9487507	   -1.0	   -1.0	    0.0	...
9487508	   -1.0	   -1.0	    0.0	...
9487509	  599.7	  344.1	10020.0	...
9487510	  696.3	  361.8	 9914.0	...
9487511	  774.0	  416.7	 9884.0	...
9487512	  860.4	  425.9	 9854.0	...
9487513	   -1.0	   -1.0	    0.0	...
9487514	   -1.0	   -1.0	    0.0	...
9487515	   -1.0	   -1.0	    0.0	...
9487516	  821.8	  296.2	10020.0	...
9487517	  821.8	  296.2	10020.0	...
9487518	  821.8	  296.2	10020.0	...
9487519	  816.7	  505.9	 9716.0	...
9487520	  856.8	  509.1	 9412.0	...
9487521	  826.4	  594.4	 9462.0	...
9487522	  796.1	  679.4	 9448.0	...
9487523	  784.0	  699.8	 9433.0	...
9487524	  784.0	  699.8	 9427.0	...
9487525	  795.5	  700.4	 9427.0	...
9487526	  796.5	  697.2	 9430.0	...
9487527	  775.7	  696.1	 9433.0	...
9487528	  775.5	  696.6	 9440.0	...
9487529	  797.3	  697.7	 9440.0	...
9487530	  798.1	  695.2	 9439.0	...
